Item_Weight,Item_Visibility,Item_MRP,Item_Outlet_Sales,Outlet_Years,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_1,Outlet_Size_2,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
17.6,0.8894938822861083,164.8526,2302.3364,11,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8.645,0.9989871435433431,95.84100000000001,2027.361,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
15.6,0.8484883858774448,170.1764,3435.528,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
15.85,0.8695966818186086,59.222,599.22,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
18.25,0.8571428571428572,164.7526,4604.6728,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7.855,0.8736089180195864,189.6188,2285.0256,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
7.825,0.9076969233783859,254.3698,5580.7356,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
8.39,0.9992261936164709,114.0176,2290.3520000000003,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
12.85,0.9043192954878387,172.3422,1207.0954,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
13.35,1.5219827105910262,89.9804,643.1628,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
19.0,1.0054306358168557,104.9622,1587.933,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
5.905,0.8333333333333334,222.5456,5305.0944,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7.76,0.8881058706122893,101.87,1697.79,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
11.8,1.0197993732581294,180.3344,1427.4752,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
16.75,0.9065714951294783,187.9556,4693.89,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
18.849999999999998,1.5791630222747792,194.6136,583.2408,28,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
12.6,0.8836739937983247,171.3764,3091.9752,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
15.5,0.8843963035953681,177.0028,2479.4392,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
6.055,0.9986913188770222,160.99200000000002,2716.4640000000004,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
20.2,0.8652260114281753,155.963,3285.723,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
6.305,1.0010310559959184,95.6436,661.8052,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
20.85,1.0695646454804046,117.2808,1523.3504,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
20.75,1.4342927846122457,122.17299999999999,369.519,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8.895,0.8777338072573962,39.9138,690.4346,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
19.6,0.9136209138602582,55.1614,1381.535,11,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
19.7,0.921352677093045,57.893,622.523,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
9.8,0.9988296793150883,114.5492,1274.3412,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
7.93,1.666502256749128,120.0414,487.3656,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12.15,1.0001428335821854,246.046,1231.73,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
8.75,1.019512883577813,187.4556,3755.112,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
12.15,0.9939815463645768,149.9708,4363.6532,28,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
8.75,1.01970569621029,187.8556,1314.2892,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
13.3,1.000657479038771,151.0708,1805.6496,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
20.599999999999998,0.9124925823628613,178.5344,2854.9504,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
8.31,1.0398254489537382,179.1028,3896.2616,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
16.75,0.916819856315141,38.7822,667.7974,26,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
19.75,0.8728846682169278,212.0902,3185.853,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
17.1,0.8293743935342625,141.1838,2247.7408,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
10.5,1.026882619565562,163.121,1794.3310000000001,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
6.635,0.75,121.3098,2530.7058,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
9.395,1.554236934407836,225.372,679.1160000000001,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14.15,1.019754829461958,41.4138,812.2760000000001,26,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
13.3,0.9982612829610846,232.53,699.09,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
8.89,0.8530289760479388,102.4016,2732.4432,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
6.69,1.566020072236405,176.937,176.437,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6.195,0.99472231242595,121.7098,4097.3332,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
9.1,0.8000000000000002,173.2054,3151.8972,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7.5,0.9180391026537702,239.0906,5942.265,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
16.85,0.8127109130444516,192.4478,4843.695,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
7.485,0.997045204761887,109.0228,2542.0244,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
11.6,0.9664212571485007,140.3154,2552.6772,6,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11.65,1.000310840835566,227.0694,1141.847,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
13.0,0.8737352885509778,47.5034,680.4476,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
12.65,0.8994150084567096,159.0578,2085.9514,11,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20.25,1.535910369570716,92.512,186.424,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8.6,0.9981035677346621,190.153,3036.048,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
12.6,1.0045293329709675,62.7194,866.8716,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
17.7,0.9175624357280409,95.041,868.8689999999999,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
14.15,0.9985240537514383,82.4276,1137.1864,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
19.25,0.8676004642120854,52.7956,928.1252,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
8.88,1.0203717404469927,151.7682,762.341,26,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20.5,1.001464650108189,40.2822,707.0796,11,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
12.0,0.9943509837076948,180.5976,7968.2944,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
13.5,0.8082214567844889,160.292,1438.128,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
12.15,0.8214348122328794,224.4404,6976.2524,28,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
8.89,1.4197649145980324,101.7016,101.2016,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7.855,0.8722339603949565,188.5188,952.0939999999999,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
7.235,0.9986322230840355,116.0492,1969.4364,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
18.25,0.9017892032941387,165.4526,5262.4832,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
6.92,1.0002381398116789,60.5852,1314.2892,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
9.3,1.0047486362989948,90.8172,535.3032,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
18.5,1.5255089605772434,132.1284,263.6568,15,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.02,0.8705455842705715,154.5972,1402.1748,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
9.195,0.9168523734212936,105.1622,1693.7952,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
12.8,0.7796761014753127,105.5938,2143.876,11,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
16.6,0.882531507217872,177.6344,2676.5159999999996,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
14.0,0.8571428571428572,53.06399999999999,905.488,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18.6,0.8808625329084496,246.3802,7370.406,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
16.0,0.9981703397961053,226.8404,6301.1312,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
17.6,0.8811099613784078,160.692,1597.92,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
21.25,0.9997633612623326,178.237,529.311,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
7.235,0.9984433869184124,117.5492,1969.4364,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
14.6,1.0023204999570055,50.3692,1034.6532,6,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
13.85,1.0018503386019926,161.52100000000002,1794.3310000000001,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
13.65,0.9067754473476878,197.6426,2768.3964,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
9.5,1.009878962736636,31.29,898.83,28,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7.365,0.9222899096810624,226.172,3169.208,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
18.35,1.0026581194547473,223.5746,3589.9936,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
5.465,0.7777777777777777,132.5626,262.3252,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
18.6,0.8926897979587703,99.8358,1910.1802,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
13.85,0.9166849265840111,140.9154,1701.7848,6,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
14.0,0.999172399296221,154.5656,2471.4496,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
14.0,0.8422898483779423,54.763999999999996,1331.6,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
21.35,0.7339058770268426,97.0094,1808.9786,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
5.905,0.87971673854801,222.5456,3315.684,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
7.27,0.8877922170232116,114.2518,2618.5914,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6.155,0.8981717019262059,214.55599999999998,2769.728,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
19.5,0.8354597455782373,233.4958,5375.0034,6,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15.2,0.8675312528078218,216.8824,2838.9712,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
12.15,1.0014566345080895,125.0046,1743.0644,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
14.6,0.8270120776541008,198.8084,5555.4352,28,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
12.6,1.0029482716602502,61.9194,619.194,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
14.5,0.8307595884789992,164.821,2120.573,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
16.6,1.0468644799655296,173.0738,3823.0236,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
11.8,0.9983272047745854,151.4366,1360.2294,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
13.1,1.0878898718519365,178.8318,3969.4996,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
17.7,1.3816039493607455,115.1834,345.5502,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17.85,0.8333333333333334,196.5794,585.2382,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12.3,0.8891376606863092,92.6804,1010.6844,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
11.8,1.5042148996000295,81.4618,161.1236,15,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9.395,1.5556266933146095,42.1112,42.6112,28,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11.1,0.9201587995140836,157.4604,3010.7476,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
14.0,0.9951620088874412,153.0656,6024.1584,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
11.3,1.0210763550335777,198.1426,988.7130000000001,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
10.0,1.5870338163193345,117.944,239.688,28,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5.75,0.9984560311864705,112.8176,1374.2112,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
6.215,0.9070589341258873,226.8062,4739.8302,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
11.35,0.9516083549066842,100.0016,1012.0160000000001,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
11.1,1.400537777897114,165.7526,657.8104,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
14.0,0.8894169292744109,130.431,778.9860000000001,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
19.75,0.8999672322329714,179.766,2336.958,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6.525,0.889868733576101,85.0882,2233.0932,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
10.3,0.8893073807389177,103.9648,1661.8368,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5.78,0.9273135660100689,264.7568,4745.8224,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
11.85,0.8903116288957265,164.1526,3124.5994,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
16.35,0.9143475112523438,50.1324,467.3916,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
17.6,0.8644885889253947,182.5976,5070.7328,28,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
10.5,1.0003803152371231,37.6164,540.6296,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
19.0,0.8074741545668175,48.0718,992.7078,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
14.6,1.0398254409699244,238.8538,6008.845,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
15.6,0.872263337327964,62.9194,2105.2596,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
4.615,0.9947952237523714,232.63,5359.69,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
18.75,0.9993671688176069,104.62799999999999,745.696,11,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
5.26,1.025684789734338,161.8868,3275.736,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18.25,0.9046495356868998,140.2154,1701.7848,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
10.3,0.8658007397217414,177.937,6704.606,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
15.1,0.9073605485961783,242.7512,4119.9704,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
15.5,1.5033978716377463,81.5934,327.5736,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
